id,title,genre,year,director,rating
13798,Star best hair research,Comedy,1956,Anthony Kelley,9.8
13799,Across ago,Drama,2011,Kaylee Gallegos,2.2
13800,Become enter,Drama,2007,Katherine Berry,3.8
13801,Top pay,Thriller,2022,Jill Thornton,1.9
13802,Throughout magazine heavy,Comedy,2012,Timothy Young,1.1
13803,Thought upon no,Romance,2012,Sandra Howe,4.9
13804,Not describe,Thriller,2013,Katherine Berry,1.0
13805,Fish particularly choice test,Sci-Fi,1956,Ernest Harvey,9.1
13806,Door through range,Romance,1976,Dwayne Smith,8.4
13807,Night business send,Documentary,1977,Samantha Lyons,1.2
13808,Action,Action,2002,Jennifer Reed,7.2
13809,Center green,Drama,1995,Angela Martin,5.0
13810,Glass style method,Drama,2007,Ashley Mcmahon,4.2
13811,Major process wrong hand,Comedy,1951,Lisa Forbes,8.9
13812,Ahead,Action,1969,Samantha Lyons,3.5
13813,Sound understand follow anything,Horror,1977,Eric Boyd,4.9
13814,Four manager evidence,Action,2006,Dwayne Smith,5.2
13815,Western because,Comedy,2000,Lisa Norris,1.9
13816,Church control drop,Action,1979,Susan Cruz,4.0
13817,Piece learn a now,Documentary,1956,Deborah Cisneros,1.5
13818,Well whatever nature,Romance,1957,Jill Thornton,5.7
13819,Relationship,Drama,1961,Chelsea Khan,3.1
13820,Likely learn money,Romance,1996,Joseph Sanders,6.7
13821,Past loss describe,Drama,1984,Gregory Saunders,3.4
13822,Democrat despite,Documentary,2018,Theresa Gonzalez,3.6
13823,Up concern,Action,2003,Michael Long PhD,8.4
13824,Represent,Romance,1964,Scott Jones Jr.,7.3
13825,House over,Comedy,1980,Gregory Guzman,8.5
13826,Happen,Sci-Fi,1979,Brandon Russo,9.1
13827,Population how,Drama,1967,Tara Ford,6.5
13828,Head mind,Action,1981,Jennifer Reed,2.3
13829,Quickly model south certainly,Documentary,1998,Bethany Olson DVM,2.9
13830,Time show,Thriller,2011,Rodney Rose,5.1
13831,Learn law,Sci-Fi,1994,Danielle Dyer,4.7
13832,Piece a,Romance,1977,Shawn Allen,5.5
13833,Health ten country,Romance,1993,Tyler Rogers,5.3
13834,Own talk,Romance,1998,Gregory Watts,1.4
13835,Bill responsibility population,Romance,2008,Katrina Wiley,9.3
13836,Industry national total,Horror,1980,Catherine Johnson,7.7
13837,Boy talk,Action,2020,Kenneth Brown,8.1
13838,Blue wait new,Drama,1980,Melissa Hardin,8.2
13839,Available lawyer course,Horror,2010,Erika Douglas,4.7
13840,Century difficult,Romance,1978,Corey Rodriguez,4.4
13841,National speak always,Action,2017,Ernest Harvey,9.2
13842,Hour picture,Sci-Fi,1986,Jennifer Reed,8.0
13843,Bar we,Documentary,1954,Jill Thornton,6.6
13844,Bar expect effort,Horror,1986,Anthony Moreno,9.1
13845,Perhaps mind,Sci-Fi,1955,Susan Cruz,1.1
13846,News order,Thriller,1975,Jasmine Howell DDS,2.5
13847,Experience process fact,Documentary,1962,Corey Rodriguez,8.7
13848,Hotel election,Horror,1982,Anthony Moreno,2.9
13849,Never care skill,Documentary,1959,Renee Bullock MD,4.6
13850,Discover help,Drama,1958,Mark Lynch,5.8
13851,Half guy society individual,Drama,1994,Erin Davis,8.3
13852,Difficult,Documentary,1965,Stephen Odom,1.9
13853,Structure,Romance,2013,Christine Cunningham,6.6
13854,Individual quality window,Romance,1981,Chad Dyer,2.6
13855,Small above sister,Action,1961,Rodney Rose,9.2
13856,Happy heavy,Thriller,2007,Anna Ray,3.4
13857,Experience up hold citizen,Romance,2018,Jeffrey Rivera,1.9
13858,Head character third,Horror,1958,Joseph Sanders,4.2
13859,Choose,Documentary,1966,Greg Nunez,10.0
13860,End morning week,Documentary,2001,Stacey Morrison,3.0
13861,Total store,Sci-Fi,2007,Jeffrey Rivera,7.7
13862,Cold lose light,Documentary,2010,Timothy Hill,9.5
13863,About though speak,Thriller,1964,Brandon Russo,4.7
13864,Yourself explain Mrs,Sci-Fi,2008,Tim Richardson,1.2
13865,Inside fish word,Documentary,1999,Jeffrey Rivera,3.4
13866,Institution,Drama,2022,Wesley Mcconnell,9.9
13867,Performance statement trip,Romance,1965,Mercedes Myers,3.3
13868,With million,Drama,1984,Jasmine Howell DDS,7.1
13869,Sea mouth story,Romance,1966,Kaylee Gallegos,7.2
13870,Ever become business,Sci-Fi,1956,Greg Nunez,4.4
13871,House church,Drama,1968,Erin Davis,2.2
13872,Strategy similar,Romance,1971,Ernest Harvey,2.0
13873,Society describe others,Action,1996,Christopher Davis,5.6
13874,Century seven room miss,Sci-Fi,1980,Daniel Sheppard,6.7
13875,During,Thriller,1968,John Copeland,3.3
13876,Activity direction several,Thriller,1989,Kaylee Gallegos,9.8
13877,Many,Thriller,2011,Tara Ford,6.4
13878,Success management care,Drama,1983,Monica Meza,6.7
13879,Enough public,Action,1960,Anthony Kelley,4.3
13880,As term,Thriller,1985,Kaylee Gallegos,3.4
13881,Risk me year,Documentary,2014,Denise Smith,2.6
13882,No mother,Thriller,1978,Joseph Sanders,8.9
13883,Rather investment,Romance,1958,Joseph Sanders,5.2
13884,Over on,Thriller,1998,Jill Thornton,7.9
13885,Himself she,Horror,1999,Jason Stanton,7.2
13886,Activity size should,Comedy,1958,Caitlin Hill,7.4
13887,Heart require fund,Thriller,1972,Deborah Cisneros,2.7
13888,Worry anything according,Horror,1958,Wesley Mcconnell,2.4
13889,Doctor light line,Sci-Fi,1978,Kenneth Brown,2.0
13890,Author early speak,Comedy,2011,Anna Ray,5.4
13891,Operation since hit,Documentary,1985,Linda Morse,3.7
13892,Success analysis personal home,Documentary,2008,Cindy Dean,3.5
13893,Present,Sci-Fi,1981,John Phillips,4.1
13894,Add exactly work,Sci-Fi,1997,Sabrina Stevens,5.3
13895,Ever significant morning,Comedy,2011,Catherine Johnson,2.8
13896,Own,Sci-Fi,1973,Bethany Olson DVM,2.8
13897,Produce history expert,Horror,1998,Christine Pacheco,2.5
13898,Use health,Romance,1982,Linda Morse,3.9
13899,Church president expert,Comedy,1977,Gregory Guzman,3.9
13900,Start front ask city,Horror,1975,Jeffrey Rivera,4.9
13901,Market guy,Documentary,2005,Jasmine Howell DDS,7.4
13902,South school race,Horror,1972,Denise Smith,8.8
13903,Ask beautiful dream,Action,2011,Ashley Mcmahon,9.7
13904,Better for,Drama,2022,Cindy Dean,7.6
13905,Mrs thus act understand,Horror,1980,Stacey Morrison,6.2
13906,These score sound,Romance,2010,Wesley Mcconnell,7.5
13907,Method science investment,Comedy,1975,Tina Smith,3.3
13908,Child develop,Romance,1968,Dwayne Smith,8.9
13909,Staff none wife,Action,1951,Christine Cunningham,3.4
13910,Report business,Action,1992,Sabrina Stevens,2.8
13911,As must by,Action,2021,Lisa Norris,2.4
13912,Claim between too parent,Documentary,1963,Michael Holden PhD,5.8
13913,Look present consider,Sci-Fi,2024,Tina Smith,4.4
13914,Couple share federal,Sci-Fi,1970,Erin Davis,5.7
13915,Role their,Thriller,1993,Jasmine Howell DDS,7.4
13916,Final plant plan,Comedy,1954,Timothy Young,6.5
13917,Time eight painting,Comedy,2020,Brian Kelley,8.7
13918,Contain policy,Action,1987,Lisa Forbes,2.4
13919,Professional conference,Documentary,1977,Craig Thompson,7.9
13920,Employee door,Thriller,2004,Linda Morse,8.7
13921,Her nation,Documentary,1969,Michael Rivera,3.6
13922,Population out,Comedy,1971,Craig Thompson,2.7
13923,Yourself soldier consider,Drama,2006,Gregory Guzman,1.6
13924,Player,Sci-Fi,2007,Theresa Gonzalez,6.2
13925,Meet decade,Drama,2012,Deborah Cisneros,2.2
13926,Mother personal kid weight,Drama,1960,Ashley Mcmahon,7.6
13927,Gas show,Documentary,1974,Christine Cunningham,9.0
13928,Those building process,Horror,1973,Tammy Mcgee,8.6
13929,Third return,Romance,1991,Tammy Mcgee,9.6
13930,Watch head,Sci-Fi,1964,Renee Bullock MD,10.0
13931,Someone performance line,Action,2001,Danielle Dyer,4.2
13932,Particularly deal take,Sci-Fi,1960,Timothy Young,6.6
13933,Billion,Comedy,1986,Timothy Young,4.1
13934,Admit writer,Action,2006,Denise Smith,5.0
13935,Describe eight its,Sci-Fi,1999,Susan Cruz,8.2
13936,Administration performance try,Romance,2020,Lisa Bryant,3.8
13937,During trip identify total,Sci-Fi,2005,Bethany Olson DVM,2.5
13938,Number cut let,Comedy,1982,Michael Long PhD,2.9
13939,Young power word,Thriller,2012,Bethany Olson DVM,6.5
13940,Responsibility tend spring,Horror,1959,Timothy Young,2.7
13941,We laugh large,Sci-Fi,1995,Daniel Sheppard,8.2
13942,Avoid memory perform,Thriller,1973,Craig Thompson,6.9
13943,Then black field,Sci-Fi,1985,Tyler Rogers,1.7
13944,Lead pretty,Documentary,1951,Lisa Norris,9.5
13945,Policy its,Comedy,1971,Bethany Olson DVM,4.0
13946,Act raise,Action,2011,Michael Long PhD,8.4
13947,Law born southern,Action,2002,Monica Meza,9.9
13948,Free entire right,Documentary,1974,Brian Kelley,3.2
13949,Situation order sound,Thriller,1985,Anna Ray,4.2
13950,Teach least,Comedy,1968,Eric Boyd,9.7
13951,Policy,Thriller,2014,Gregory Watts,2.9
13952,Share participant tree,Comedy,1986,Theresa Gonzalez,1.6
13953,Three move,Comedy,1983,Rodney Rose,3.8
13954,Kind party,Thriller,1963,Kevin Guerra,6.7
13955,Only,Drama,2020,Alicia Long,4.7
13956,Free person hard,Drama,1979,Cindy Dean,8.5
13957,Type sign amount,Drama,2020,Evan Taylor,4.3
13958,Fish,Romance,1966,Susan Cruz,1.1
13959,Senior recognize,Action,2019,Mark Lynch,8.4
13960,Director lay report,Documentary,2008,Theresa Gonzalez,8.2
13961,Eye or carry,Sci-Fi,1972,Anthony Kelley,4.8
13962,Choose tend,Documentary,1968,Tonya Howard,3.5
13963,Lot also,Horror,1963,Corey Rodriguez,8.7
13964,Free else so,Comedy,1996,Kaylee Gallegos,9.5
13965,Recently wonder,Action,1980,Christine Pacheco,4.6
13966,About just pattern,Documentary,2011,Andrew Johnston,6.7
13967,Space her,Comedy,1999,Adriana Evans,8.6
13968,Whether probably door,Documentary,1990,Corey Rodriguez,4.5
13969,Produce sometimes fight,Drama,2005,Samuel Bender,4.2
13970,Customer collection social,Romance,1989,Matthew Peters,3.1
13971,Avoid authority person,Action,1957,Katrina Wiley,7.1
13972,Simply various nor,Romance,2017,Danielle Dyer,8.8
13973,Behavior wall doctor,Sci-Fi,2024,Samuel Bender,9.5
13974,Candidate heavy day,Drama,1966,Chad Dyer,2.4
13975,Picture your return,Sci-Fi,1987,Ashley Mcmahon,9.9
13976,Car,Romance,2012,Denise Smith,5.3
13977,Two leader,Horror,2012,John Copeland,2.5
13978,Hand program represent adult,Drama,1978,Sabrina Stevens,9.5
13979,Lawyer after,Documentary,1984,Tammy Mcgee,8.2
13980,Pm not,Comedy,2020,Monica Meza,3.9
13981,Second forget moment,Thriller,2000,Philip Williams,2.2
13982,Spend rather purpose,Documentary,1969,Tim Richardson,1.6
13983,South data,Thriller,2014,Ann Clark,6.5
13984,Spend do real,Documentary,1953,Jason Stanton,4.7
13985,Material rule role interesting,Sci-Fi,1992,Ashley Mcmahon,1.4
13986,Network morning film key,Drama,1956,Sandra Howe,4.6
13987,Perform garden picture standard,Thriller,1993,Clayton Wise,4.4
13988,Reduce,Thriller,1965,Erika Douglas,2.4
13989,Reason six more,Thriller,2013,Anna Hanson,2.6
13990,Natural because consumer,Romance,2014,John Copeland,6.6
13991,Face around form,Action,2023,Catherine Johnson,3.8
13992,Last unit,Thriller,2024,Dominique Carr,7.7
13993,Sometimes clear,Horror,2021,Katherine Berry,9.7
13994,Television including,Action,1950,Ann Clark,4.8
13995,Season rule,Comedy,1963,Rodney Rose,5.7
13996,Art kid,Comedy,2002,Adam Jackson,6.4
13997,Sure name performance,Action,1976,Tina Smith,7.6
13998,Reach then just,Horror,1983,Chelsea Khan,2.8
13999,Ability forward camera,Sci-Fi,1975,Anna Ray,8.5
14000,Certain act alone,Documentary,2000,Gregory Watts,2.1
14001,Product risk stock,Comedy,1990,Jennifer Reed,2.7
14002,Since exist again,Romance,2002,Ann Clark,6.4
14003,Process including field stuff,Thriller,1977,Craig Thompson,8.4
14004,Population happen success none,Action,1988,Mercedes Myers,5.9
14005,Baby drop too,Romance,1965,Brady Rose,5.4
14006,Summer election,Sci-Fi,1958,Wesley Mcconnell,4.0
14007,Who among never,Horror,1956,Ann Clark,1.5
14008,Consider court,Romance,2024,Philip Gomez,2.1
14009,Fish when choose,Drama,1961,Rodney Rose,5.6
14010,Notice,Drama,2015,Alicia Long,3.5
14011,Ability true majority,Drama,1982,Michael Holden PhD,8.4
14012,Peace ever face budget,Documentary,1958,Melissa Hardin,1.4
14013,Cold than wonder,Drama,2010,Tim Richardson,6.4
14014,Start each,Thriller,2007,Mercedes Myers,6.5
14015,Its man pass,Thriller,1955,Renee Bullock MD,6.7
14016,Rise explain claim,Comedy,2002,Denise Smith,3.4
14017,Affect change western front,Sci-Fi,1973,Jennifer Reed,5.5
14018,Claim ground painting,Documentary,2015,Cindy Dean,8.1
14019,Recent method,Thriller,1954,Corey Rodriguez,9.9
14020,Method office,Comedy,1962,Anthony Davis,3.6
14021,Still major thus,Horror,2023,Jason Stanton,3.9
14022,Make effect,Sci-Fi,1974,Ann Clark,5.6
14023,Prepare every,Horror,2013,Tammy Mcgee,9.2
14024,Price early,Thriller,1963,Greg Nunez,5.5
14025,Treat nation,Romance,1989,Jeffrey Rivera,6.0
14026,Read simply ball,Action,2001,Melissa Hardin,9.6
14027,Just apply,Drama,1973,Michael Long PhD,8.0
14028,Somebody provide grow,Thriller,1960,Linda Morse,5.7
14029,Area Mrs party,Documentary,2005,Stacey Morrison,2.0
14030,Product us structure,Horror,1997,Kevin Guerra,8.1
14031,Exist environmental activity,Documentary,1962,Brian Kelley,4.4
14032,Rise just already,Drama,2006,Stacey Morrison,7.1
14033,Wife national age,Romance,1995,Philip Williams,1.5
14034,Training chair,Thriller,1967,Stacey Morrison,6.8
14035,Particularly hope enter,Thriller,1964,Jesse Morales,2.9
14036,Close who agree,Drama,1983,Christine Johnson,8.3
14037,Price growth specific,Documentary,2002,Christine Pacheco,3.8
14038,The feeling camera,Sci-Fi,2017,John Phillips,3.2
14039,Measure adult,Horror,1980,Jill Thornton,3.9
14040,Run begin woman hit,Comedy,1971,Dwayne Smith,2.3
14041,Scene,Action,2004,Clayton Wise,8.7
14042,Raise executive can,Comedy,2000,Samantha Lyons,7.0
14043,Though can worker,Thriller,2000,Linda Morse,3.2
14044,Approach cause debate,Horror,1957,Tyler Rogers,4.7
14045,Why myself,Sci-Fi,2012,Erika Douglas,9.0
14046,Rule maintain left,Action,1996,Sandra Howe,1.9
14047,Six consider,Comedy,1966,Jasmine Howell DDS,7.5
14048,Tv control,Action,2011,Christine Benjamin,6.8
14049,Bar type each,Comedy,1992,William Rubio,1.5
14050,Time great about,Thriller,2000,Dominique Carr,3.8
14051,Individual least investment,Drama,1962,Dwayne Smith,9.0
14052,Alone range begin,Thriller,1963,Eric Boyd,9.7
14053,Eat serious response,Thriller,2001,Lisa Norris,3.2
14054,Thank dark kitchen simply,Horror,2001,Melissa Hardin,1.6
14055,Prove leg cost receive,Drama,1993,Daniel Jones,4.7
14056,Pressure believe democratic,Action,2007,Katherine Berry,2.1
14057,Focus future home hope,Sci-Fi,1973,William Rubio,4.4
14058,Though fight,Sci-Fi,2011,Gregory Guzman,9.1
14059,Source full despite,Drama,1974,Lisa Norris,9.7
14060,President subject partner,Romance,1998,Lisa Forbes,2.5
14061,Sell pretty,Horror,1986,Michael Rivera,3.1
14062,Guy ahead night,Documentary,2012,Erin Davis,6.6
14063,Even well,Documentary,1994,Michael Long PhD,6.1
14064,Sing oil,Horror,1970,Anthony Davis,4.6
14065,Seem I,Drama,1988,Lisa Forbes,7.7
14066,National whether,Comedy,2000,Christine Cunningham,3.4
14067,Range talk,Comedy,2000,Jennifer Reed,7.7
14068,Network region series,Sci-Fi,1971,Caitlin Hill,1.9
14069,Join leave write,Drama,1996,Michael Rivera,2.6
14070,Tend,Thriller,1950,Michael Holden PhD,3.8
14071,Realize the,Thriller,2017,Kaylee Gallegos,7.7
14072,Try not,Action,2012,Angela Martin,5.6
14073,Make,Documentary,1981,Michael Rivera,2.9
14074,Red talk win,Documentary,1997,Jeffrey Rivera,6.3
14075,Discussion catch,Drama,1951,Dwayne Smith,9.1
14076,Keep often,Action,1957,Catherine Johnson,5.3
14077,Down skill program,Horror,1986,Ernest Harvey,4.5
14078,Its,Documentary,1964,Jennifer Reed,5.9
14079,Little modern buy,Comedy,1980,Kevin Guerra,2.9
14080,Want body,Sci-Fi,1973,Samuel Bender,9.5
14081,Task poor tonight,Sci-Fi,2011,Renee Bullock MD,6.2
14082,Already move election,Romance,1993,Angela Martin,6.5
14083,Boy policy mother,Documentary,1965,Tina Smith,2.4
14084,Note run,Sci-Fi,1950,Daniel Jones,4.9
14085,Player international,Drama,1993,Michael Holden PhD,2.8
14086,White seven against main,Romance,1990,Anna Hanson,3.6
14087,Total speak,Romance,2007,Corey Rodriguez,2.6
14088,Be receive,Romance,1964,Jennifer Smith,7.1
14089,Many lose Congress,Documentary,1959,Ann Clark,7.7
14090,Natural recent,Sci-Fi,1984,Mercedes Myers,7.5
14091,Word street,Horror,1994,Erika Douglas,5.9
14092,Drug event per,Sci-Fi,1969,Clayton Wise,6.1
14093,Cause score,Romance,1997,Brady Rose,1.5
14094,Professor wall visit,Sci-Fi,1981,Evan Taylor,7.8
14095,His yes,Romance,1995,Greg Nunez,10.0
14096,Help easy record,Thriller,1977,Wesley Mcconnell,6.6
14097,Become agency,Action,1952,Theresa Gonzalez,6.8
14098,Good still across right,Drama,2015,Philip Williams,3.4
14099,Baby outside speech,Thriller,1963,Tina Smith,9.5
14100,Month ok,Comedy,1991,Jennifer Smith,8.0
14101,Rich right skin,Thriller,1967,Denise Smith,5.5
14102,Government run,Sci-Fi,1972,Ann Clark,5.1
14103,Son within,Documentary,1952,Tina Smith,8.7
14104,Agency agency mouth,Documentary,2006,Wesley Mcconnell,3.6
14105,Second kid lead,Sci-Fi,1994,Clayton Wise,8.3
14106,Career stop,Action,1993,Gregory Watts,5.7
14107,Form available all,Romance,1952,Stephen Odom,3.9
14108,Line,Comedy,1956,Joseph Sanders,3.5
14109,Far lot,Thriller,2004,Corey Rodriguez,3.6
14110,Note career,Romance,1961,Katherine Berry,1.3
14111,Yard anyone,Action,2007,Brandon Russo,9.8
14112,Must focus term,Drama,1967,Susan Cruz,2.4
14113,Yet bad,Romance,2000,Andrew Johnston,1.4
14114,Center federal physical,Thriller,2007,Catherine Johnson,1.3
14115,Assume near,Documentary,1953,Matthew Peters,8.3
14116,Serve mind human,Action,2011,Ernest Harvey,5.6
14117,People bar,Romance,1982,Susan Cruz,6.9
14118,Doctor politics whatever,Comedy,2018,Daniel Sheppard,7.5
14119,Research nor whom get,Documentary,1966,Samuel Bender,3.7
14120,Lead government wide,Documentary,2002,Danielle Dyer,8.1
14121,School answer reality unit,Action,2007,Anna Ray,1.9
14122,Sell,Drama,2006,Jody Hoffman,6.7
14123,Able economic total,Horror,2000,Christine Pacheco,6.5
14124,Me test manager,Action,2022,Philip Gomez,7.9
14125,White month,Thriller,1975,Corey Rodriguez,9.0
14126,Hope,Sci-Fi,1953,Craig Thompson,6.3
14127,Detail once lawyer,Action,1982,Gregory Watts,4.7
14128,Apply travel,Action,2020,William Rubio,4.2
14129,Last,Horror,1960,Renee Bullock MD,9.6
14130,Material edge new easy,Action,2002,Clayton Wise,5.1
14131,Stuff trouble nothing,Documentary,1954,Tara Ford,8.9
14132,Lot stop,Comedy,1982,Lisa Norris,10.0
14133,Always film everybody,Thriller,1997,Gregory Watts,4.1
14134,American less environmental,Romance,1998,Monica Meza,9.7
14135,Worry and that,Romance,1971,Dwayne Smith,2.8
14136,Fact else,Thriller,1977,Deborah Cisneros,8.1
14137,Number everything,Sci-Fi,1951,Gregory Watts,2.9
14138,Wide,Documentary,2006,Christine Johnson,4.8
14139,Word,Action,2003,Christopher Davis,6.2
14140,Expect great after,Thriller,2006,Ernest Harvey,7.8
14141,That effect color,Sci-Fi,1975,Daniel Sheppard,9.4
14142,Study weight religious as,Documentary,2002,Sandra Howe,4.6
14143,Difference form,Thriller,2007,Shawn Allen,9.3
14144,No view,Thriller,1980,Andrew Johnston,9.6
14145,Worry from,Documentary,1982,Sandra Howe,4.1
14146,Task west,Sci-Fi,2014,Jeffrey Rivera,8.5
14147,History,Action,1972,Ann Clark,3.7
14148,Girl young just,Horror,2016,Jason Stanton,6.4
14149,Newspaper cost state,Romance,1955,Angela Martin,9.7
14150,Beat amount,Romance,2012,Adam Jackson,3.0
14151,Why partner,Documentary,1991,Angela Martin,4.3
14152,Star issue air,Horror,1974,Lisa Norris,4.4
14153,Marriage theory rule,Documentary,1965,Michael Rivera,8.4
14154,Serious help,Thriller,2019,Jennifer Smith,7.7
14155,Fine,Drama,1987,Timothy Young,3.1
14156,Try team,Sci-Fi,1989,Mark Lynch,5.9
14157,Order third up,Thriller,1989,Deborah Cisneros,5.0
14158,Usually of,Action,1979,Daniel Jones,8.0
14159,Government order accept,Comedy,1993,Deborah Cisneros,6.8
14160,Among voice too,Documentary,2024,Timothy Young,3.9
14161,Road program,Romance,1997,Scott Jones Jr.,7.6
14162,Radio local,Sci-Fi,2019,Cindy Dean,7.0
14163,Act successful challenge,Sci-Fi,2013,Danielle Dyer,1.1
